IDAudienciaReunion;Cut;Nombre_Institucion;IDORPortal_Institucion;Nombre_Comuna;Nombre_TiposForma;FechaInicio_Audiencia;DuracionMinuto_Audiencia;Lugar_Audiencia;ObservacionesMateria_Audiencia;Descripcion_Materia
508;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2014-12-09 00:00:00;30;Gabinete Ministro , Morandé 59, piso 6;Apoyo del MOP para proyecto copa agua resinto productivo N°3;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
509;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2014-12-11 00:00:00;45;Gabinete Ministro, Morandé 59, piso 6.;Posibilidad de  cooperación ténica desde CAF al MOP;Ninguna de las anteriores.
510;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2014-12-28 00:00:00;60;Gabinete Ministro de Obras Públicas , Morandé 59, piso 6;Situación de sequía que afecta a la zona de Petorca.-;Ninguna de las anteriores.
511;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2014-12-05 00:00:00;90;Gabinete Ministerio de Obras Públicas, Morandé 59, piso 6;REVISIÓN  DEL AVANCE DE LA AGENDA PERMANENTE MOP-COPSA;Ninguna de las anteriores.
512;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-10 00:00:00;60;Subtel;Servicio de Radioaficionados. Radio Club de Chile como miembro de la International Amateur Union. Asamblea de IARU a;o 2016 en Chile. de los Radioaficionaos en comunicaciones en situacion de Emergencia..;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
513;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-05 00:00:00;60;Subtel, Gabinete Subsecretario.;Presentación de nuestra empresa líder en desarrollo   y producción de sistemas para los mercados de defensa y civiles para las necesidades y soluciones en el espacio, aire, tierra, mar y en CYBER. (Industria Aeroespacial de Israel -  IAI, representada por Carl Consultora - IAI en Chile);Ninguna de las anteriores.
514;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-23 00:00:00;60;Subtel, Oficina Subsecretario.;Formalizar el cumplimiento de las disposiciones efectuadas por la Subsecretaria de Telecomunicaciones que se han evacuado en el Decreto N° 60 del 04 de Abril del  2012.;Ninguna de las anteriores.
515;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-17 00:00:00;60;Subtel.;Implementación localidades obligatorias concurso 2,6 GHz;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
516;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-18 00:00:00;60;Subtel.;Temas con respecto a la contingencia actual de Entel S.A.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
517;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-23 00:00:00;60;Subtel;Consultar sobre el estado de avance del proceso tarifario de VTR Banda Ancha Chile S.A.?Consultar sobre el foco de la agenda sectorial de la Subsecretaría para 2015.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
517;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-23 00:00:00;60;Subtel;Consultar sobre el estado de avance del proceso tarifario de VTR Banda Ancha Chile S.A.?Consultar sobre el foco de la agenda sectorial de la Subsecretaría para 2015.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
518;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-23 00:00:00;60;Subtel;Actualización estado de la compañía.;Ninguna de las anteriores.
519;1;SUBSECRETARÍA DE TELECOMUNICACIONES;AN002;Sin Información;Presencial;2014-12-29 00:00:00;60;Subtel;Diseño, implementación y evaluación de políticas, planes y programas efectados por los sugetos pasivos. Conversar de las soluciones LTE Industriales.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
520;1;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;Sin Información;Presencial;2014-12-11 00:00:00;60;Villavicencio 364, Santiago Centro, Santiago. Piso 22, Gabinete del Ministro;Saludos protocolares y posibilidad de cooperación Brasil / Chile en el ámbito de la industria aeronáutica.;Ninguna de las anteriores.
521;1;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;Sin Información;Presencial;2014-12-15 00:00:00;60;Ministerio de Defensa Nacional;Pensiones y Beneficios en general, solicitud de reparación por violaciones a los DDHH de las cuales serían víctimas.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
521;1;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;Sin Información;Presencial;2014-12-15 00:00:00;60;Ministerio de Defensa Nacional;Pensiones y Beneficios en general, solicitud de reparación por violaciones a los DDHH de las cuales serían víctimas.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
522;1;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022;Sin Información;Presencial;2015-01-08 00:00:00;60;Villavicencio 364, piso 22. Santiago Centro.;Invitación a la inauguración de evento nacional de la Asociación de Guías y Scouts de Chile, para jóvenes entre 15 y 21 años (MOOT Castro Chiloé 2015).y solicitud de apoyo para la buena realización del evento.;Ninguna de las anteriores.
523;1;SUBSECRETARIA DEL DEPORTE;BA001;Sin Información;Presencial;2014-12-04 00:00:00;60;Gabinete;Talleres de habilidades socioafectivas;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
524;1;SUBSECRETARIA DEL DEPORTE;BA001;Sin Información;Presencial;2014-12-16 00:00:00;60;Gabinete Ministra;Saludos y agradecimientos;Ninguna de las anteriores.
525;1;SUBSECRETARIA DEL DEPORTE;BA001;Sin Información;Presencial;2014-12-19 00:00:00;60;Gabinete Ministra;Saludos Protocolares y su visión de las Políticas Deportivas Paralimpicas;Ninguna de las anteriores.
526;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-22 00:00:00;90;Oficina Ministro;Glaciares y biodiversidad?Resumen de Acta: La reunión  se efectúo en gabinete del Ministro Pablo Badenier  en el día y hora señalada, los temas  tratados fueron los siguientes: Preocupación  legislativa en materia de los glaciares y biodiversidad;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
527;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-03 00:00:00;60;Oficina de Ministro;Es para poder intercambiar opiniones.?Acta de Reunión: La reunión se sostuvo en gabinete del Ministro Pablo Badenier en el día y hora señalada, el tema a tratar fue la inquietud que existe respecto al proyecto Minero Pelambres, con funcionarios de la Gobernación Argentina;Ninguna de las anteriores.
528;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-04 00:00:00;60;Oficina de Ministro;Proteccion de areas marinas?Acta de reunión: la reunión se efectuó con fecha 04 de diciembre de 2014 a las 13:00 horas en la oficina de gabinete del Ministro Pablo Badenier Martínez,, el tema a tratar fue los proyectos de creación  de áreas marinas protegidas.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
529;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-04 00:00:00;60;Sala reuniones Subsecretaria de Minería;Conversar sobre el sistema de Pasivos Ambientales Mineros en Europa y como alguna de la normativa podría ser aplicable a Chile, aprovechando la visita a Chile de un abogado experto español. Este es un tema de permanente preocupación del Ministerio de Minería.;Ninguna de las anteriores.
530;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-10 00:00:00;30;GABINETE;Saludar al Subsecretario e informarle sobre las operaciones y proyectos en Chile;Ninguna de las anteriores.
531;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-04 00:00:00;30;Gabinete Subsecretaría;Presentacion de la tecnologia de higenizacion de residuos domiciliarios y otros para la generacion de energia??Pueden obtener mas informacion en nuestra WEB; www.ecohispanica.es;Ninguna de las anteriores.
532;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-16 00:00:00;60;GABINETE SUBSECRETARÍA DE MINERÍA;Explicar a la autoridad respecto de las inversiones que Herencia piensa realizar en la cuarta región.;Ninguna de las anteriores.
533;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-10 00:00:00;90;Avda Alonso de Cordova 4260,  Vitacura;Conversación sobre perspectivas de la minería en Chile;Ninguna de las anteriores.
534;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-15 00:00:00;60;Subsecretaria de Minería, Teatinos 120-Piso 9;Información sobre Minera Florida y su proyecto que está en evaluación;Ninguna de las anteriores.
535;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-12 00:00:00;60;Oficina de Ministro (s) señor Marcelo Mena Carrasco;Dar a conocer los Proyectos de Recuperación Energética a través de los cuales estamos transformando y valorando la Materia Orgánica como un recurso indispensable para la Recuperación de los Suelos.?Acta de reunión: la reunión se realizó el día 12-12-2014 en la hora señalada, el tema de la reunión a tratar fue exponer la experiencia sobre los proyectos de recuperación energética a través  de la materia orgánica y poder colaborar con el Medio Ambiente,;Ninguna de las anteriores.
536;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-03 00:00:00;60;Ministerio de Minería, Teatinos 120 Piso 9;Informar sobre resultados de seminario "Crisis del Agua: diagnósticos y propuestas a partir de los consensos de la iniciativa Agua Y medioambiente"  efectuado el 24 de julio de 2014;Ninguna de las anteriores.
537;1;SUBSECRETARÍA DE MINERÍA;AS001;Sin Información;Presencial;2014-12-22 00:00:00;60;Gabinete Ministra, Teatinos 120, piso 9;Análisis de la matriz de permisos y regulaciones de la actividad minera;Ninguna de las anteriores.
538;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-15 00:00:00;60;Oficina de Ministro Pablo Badenier Martínez;1.- Definiciones contenidas en Decreto 39 ( 4 de marzo de 2014)?2.- Concepto de comercialización art 102  PPDA?3.- Licitaciones. Bases e irregularidades?4.- Certificaciones.  Revisión métodos de medición y experiencia.?5.- Contaminación de la leña en Reg Metropolitana.??Acta de reunión: La reunión fue realizada el día 15-12-2014, en gabinete del Ministro Pablo Badenier M en conjunto con el señor  Sebastian Tolvett,  jefe de División de Calidad del Aire del Ministerio de Medio Ambiente,   el tema a tratar fue la preocupación por las normas  técnicas  de los equipos de calefactores a leña.;Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento.
538;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-15 00:00:00;60;Oficina de Ministro Pablo Badenier Martínez;1.- Definiciones contenidas en Decreto 39 ( 4 de marzo de 2014)?2.- Concepto de comercialización art 102  PPDA?3.- Licitaciones. Bases e irregularidades?4.- Certificaciones.  Revisión métodos de medición y experiencia.?5.- Contaminación de la leña en Reg Metropolitana.??Acta de reunión: La reunión fue realizada el día 15-12-2014, en gabinete del Ministro Pablo Badenier M en conjunto con el señor  Sebastian Tolvett,  jefe de División de Calidad del Aire del Ministerio de Medio Ambiente,   el tema a tratar fue la preocupación por las normas  técnicas  de los equipos de calefactores a leña.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
538;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-15 00:00:00;60;Oficina de Ministro Pablo Badenier Martínez;1.- Definiciones contenidas en Decreto 39 ( 4 de marzo de 2014)?2.- Concepto de comercialización art 102  PPDA?3.- Licitaciones. Bases e irregularidades?4.- Certificaciones.  Revisión métodos de medición y experiencia.?5.- Contaminación de la leña en Reg Metropolitana.??Acta de reunión: La reunión fue realizada el día 15-12-2014, en gabinete del Ministro Pablo Badenier M en conjunto con el señor  Sebastian Tolvett,  jefe de División de Calidad del Aire del Ministerio de Medio Ambiente,   el tema a tratar fue la preocupación por las normas  técnicas  de los equipos de calefactores a leña.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
539;1;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001;Sin Información;Presencial;2014-12-23 00:00:00;30;MINISTERIO DE SALUD MAC-IVER 541 3º PISO;Entrega de Propuesta para mejorar la implementacion de Politicas Publicas asociadas a VIH/SIDA;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
540;1;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001;Sin Información;Presencial;2014-12-15 00:00:00;180;HOTEL PATAGONICO;Temas de Salud relacionados a la décima regiòn;Ninguna de las anteriores.
541;1;FUERZA AÉREA DE CHILE;AD008;Sin Información;Presencial;2014-12-26 00:00:00;60;EN LA OFICINA DEL SR. JEFE DE LA DIVISIÓN DE BIENESTAR SOCIAL, PRIMER PISO, ALA NORTE  - EDIFICIO DEL COMANDO DE PERSONAL. GRAN AVDA. 10.525 PARADERO 32 1/2 COMUNA EL BOSQUE.;Currículo Vitae, recepcionado e ingresado en la Base de Datos de la División de Bienestar Social.;Ninguna de las anteriores.
542;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2014-12-18 00:00:00;60;Subsecretaría MINVU;problemática existente en la comuna con algunos comité de vivienda;Ninguna de las anteriores.
543;1;SUBSECRETARÍA DEL TRABAJO;AL001;Sin Información;Presencial;2014-12-19 00:00:00;60;Gabinete Subsecretario;PROTOCOLOS DE ACUERDO TOMADOS CON JUNAEB NACIONAL Y EMPRESARIIADO VINCULADO CON JUNAEB , NUTRE-CHILE, BASES DE LICITACION 2014 , EXPONER NUESTRA POSTURA ANTE REFORMA LABORAL;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
544;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2014-12-16 00:00:00;30;Gabinete Subsecretario;Presentación de las soluciones TomTom utilizadas durante los Juegos Olimpicos de Londres.;Ninguna de las anteriores.
545;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2014-12-03 00:00:00;30;Gabinete Subsecretario;Conocer el punto de vista del gobierno de Chile respecto de las dificultades financieras en Transantiago e informar de la exposición de EKN a esa dificultades.;Ninguna de las anteriores.
546;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2014-12-16 00:00:00;30;Gabinete Subsecretario;Presentación de la sociedad de capacitación Structuralia enfocada al mundo de la ingeniería;Ninguna de las anteriores.
547;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2014-12-22 00:00:00;30;Gabinete Subsecretario;Exponer antecedentes que dan cuenta de que el proceso de licitación de Plantas de Revisión Técnica, no da garantía de transparencia, afectándose de este modo la competencia y la imagen país.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
548;1;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002;Sin Información;Presencial;2015-01-05 00:00:00;30;Huerfanos 1273, piso 9, Gabinete Subsecretario de Prevision Social;Temas abordados: ?Pensión No Contributiva para Exonerados Políticos de las FF.AA y de Orden?Conformación de Mesa de Trabajo para revisar cálculos de  PNC;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
549;1;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;Sin Información;Presencial;2015-01-06 00:00:00;60;Despacho del Subsecretario, Palacio de La Moneda.;1. La Agrupación Nacional de Empleados Fiscales hizo presente su interés de participar del proceso de discusión del traspaso de competencias a los gobiernos regionales; manifestando la inquietud de conocer cuáles serán los servicios públicos que formarán parte de las experiencias pilotos, las regiones involucradas y el resguardo de las condiciones laborales de los trabajadores. ??2. Asimismo, manifiestan el interés de colaborar con el proceso de descentralización que implementa el Gobierno, aceptando la invitación a participar de un Seminario  para el 13./01/2015, en el que se analizará el proceso de transferencia de competencias. Expresan conformidad en integrar una mesa de trabajo que incluya a los representantes de los servicios de las experiencias pilotos.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
550;1;SUBSECRETARÍA DEL TRABAJO;AL001;Sin Información;Presencial;2015-01-06 00:00:00;60;Gabinete subsecretario;Entregar la opinión de la Federación Minera sobre el proyecto de Reforma Laboral y aclarar algunas dudas sobre éste.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
551;1;SUBSECRETARÍA DE ECONOMÍA;AH001;Sin Información;Presencial;2015-01-07 00:00:00;60;Gabinete Ministro;El motivo de la solicitud es poder conversar con la máxima autoridad del ministerio los siguientes tópicos: ?•?Entender la mecánica del desarrollo del país: avances y los desafíos.?•?Conversar de manera global sobre las reformas y sus impactos.?•?Comentar brevemente sobre la estrategia global de Sodexo hacia 2020.;Ninguna de las anteriores.
552;1;ARMADA DE CHILE;AD007;Sin Información;Presencial;2015-01-09 00:00:00;30;Edificio de la  Comandancia en Jefe de la Armada, 3er piso, Plaza Sotomayor 592, Valparaíso.??Nota: Acompañó en Audiencia CA Cristian Ramos Pérez (DIRECSERV Subrogante);Informar sobre las gestiones sostenidas con Corfo para la Fabricación de un Prototipo de Submarino;Ninguna de las anteriores.
553;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-06 00:00:00;60;Alameda 1449,  piso 13.;Reunión Grupo de Trabajo Ministerio de Energía - CChC.;Ninguna de las anteriores.
554;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-07 00:00:00;60;Alameda 1449 piso 13;Exponer situación de clientes industriales intensivos en energía;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
555;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-08 00:00:00;60;Ministerio de Energía, Alameda 1449, piso 13.;Retomar contacto iniciado en Berlín durante la visita de la Presidenta con motivo de la firma del Acuerdo entre el Gobierno de Chile y el Insituto Fraunhofer ISE e informar estado de avance del proyecto de instalación del Centro para Tecnologías de Energía Solar de Fraunhofer Chile.;Ninguna de las anteriores.
556;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-07 00:00:00;30;Gabinete Subsecretario, Amunátegui 139, piso 4;- Presentación de la empresa?- Ventajas del modo ferroviario: competitividad, medioambiente, seguridad?- Conversación sobre políticas públicas de promoción del modo ferroviario como sistema multimodal;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
557;1;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001;Sin Información;Presencial;2015-01-26 00:00:00;0;Ahumada 11, piso 10;No asistió a la audiencia.;Ninguna de las anteriores.
558;1;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001;Sin Información;Presencial;2015-01-12 00:00:00;60;Ahumada 11, piso 10, Santiago;1. Presentan dos proyectos de actividades artístico culturales a realizarse en 2015 en la localidad de Pichilemu, VI Región.;Ninguna de las anteriores.
559;1;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002;Sin Información;Presencial;2015-01-09 00:00:00;30;Huerfanos 1273, piso 9, Gabinete Subsecretario;Temas abordados: Estadísticas del Sistema de Pensiones y Educación Previsional;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
560;1;SUBSECRETARÍA DEL INTERIOR;AB001;Sin Información;Presencial;2015-01-12 00:00:00;30;Gabinete del Ministro;El motivo de la reunión es un saludo protocolar, además, de transmitir la experiencia en materia de seguridad publica y detección de explosivos y sustancias ilícitas.-;Ninguna de las anteriores.
561;1;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002;Sin Información;Presencial;2015-01-14 00:00:00;30;Gabinete del Subsecretario;Solicitud de aprobación de proyecto: Adquisición bien raíz para Comités de Vivienda La Rivera y Las Araucarias, que beneficia a 280 familias.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
562;1;EJÉRCITO DE CHILE;AD006;Sin Información;Presencial;2015-01-13 00:00:00;60;Edificio Ejército Bicentenario (Oficina Comandante de Apoyo a la Fuerza Iván González)?acompañado por el Director de proyectos e Investigaciones del Ejército Hernan Araya y?el Jefe de Adquisiciones del Ejército Ricardo Fernandez.;Presentacion de las capacidades y soluciones de Israel Militay Industries para el ejercito de Chile;Ninguna de las anteriores.
563;1;FUERZA AÉREA DE CHILE;AD008;Sin Información;Presencial;2015-01-14 00:00:00;60;Pedro Aguirre Cerda 5.500 Los Cerrillos, Edificio Comando Logístico 4to. piso;Esta reunión fue de carácter protocolar , con el fin principal de conocer al nuevo Comandante del Comando Logístico y Presidente de FIDAE 2016 por partede la empresa Kallman Worldwide, dado que esta empresa es Agente de FIDAE por más de 20 años. Por lo que en la reunión explicó a grandes rasgos como comenzó a trabajar en FIDAE y la evalución que ha tenido a través de los años, además de dar una breve reseña de cómo son las diferentes ferias alrededor del mundo en comparación de FIDAE, la que tiene un puesto aventajado dentro del circuito de ferias;Ninguna de las anteriores.
564;1;SUBSECRETARÍA DE ECONOMÍA;AH001;Sin Información;Presencial;2015-01-14 00:00:00;75;Alameda 1449 torre II;Propuesta pais de la industria del vino;Ninguna de las anteriores.
565;1;SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002;Sin Información;Presencial;2015-01-12 00:00:00;30;Huerfanos 1273, piso 9, Gabinete Subsecretario de Previsión Social;Se expusieron los detalles de un proyecto para la construcción de una Casa de Acogida para las trabajadoras de la tercera edad.?(Ministerio de Bienes Nacionales les otorgó una concesión por 40 años de un terreno en la comuna de Colina) ?Para ello, se establecería contacto con el Senama y el IPS para conocer los canales de financiamiento que reciben actualmente las instituciones de este tipo.;Ninguna de las anteriores.
566;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-13 00:00:00;60;Serrano 15, Piso 4;Proyecto de densificación Urbana en Curicó.;Ninguna de las anteriores.
567;1;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001;Sin Información;Presencial;2015-01-14 00:00:00;60;Serrano 15, Piso 4, Gabinete Ministra.;Presentar a la delegación alemana de Bausparkasse Schwäbisch Hall, que se encontrará de visita en Chile.?Tema: Introducción a la implementación de producto Bausparen en Chile en lo referente a los subsidios habitacionales asociados.;Ninguna de las anteriores.
568;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-18 00:00:00;60;Oficina de Gabinete del Ministro;Apelación de RCA energía COYANCO , dar a conocer inquetudes que les afecta a las Religiosas y comunidad del Cajón del Maipo el proyecto se llama el Canelo de la empresa Coyanco.?ACTA DE REUNIÓN: La reunión se concreto día y hora señalada, el objetivo de la reunión fue entregar antecedentes y argumentos sobre el proyecto el Canelo y su relación con las Carmelitas descalzas.;Ninguna de las anteriores.
569;1;SUBSECRETARÍA DE TURISMO;AH011;Sin Información;Presencial;2015-01-06 00:00:00;60;KM0, Hotel W.;Coordinar apoyos para difundir la importancia del turismo y sus derivados.?Discutir la posibilidad de hacer una columna mensual de la Subsecretaria de Turismo para poder motivar a las empresas del sector a registrarse. ?Conversar del grupo LADEVI, que está presente en México, Perú, Ecuador, Argentina, Colombia y Chile; y de la posibilidad de alianzas estratégicas para el crecimiento del turismo nacional e internacional.;Ninguna de las anteriores.
570;1;SUBSECRETARÍA DE TURISMO;AH011;Sin Información;Presencial;2015-01-15 00:00:00;90;Sede oficial de la Asociación Chilena de Empresas de Turismo;Conocer el Foco del Trabajo 2015 de la Subsecretaria de Turismo. ?Reanudar Mesa de Trabajo tripartita, Subsecretaria de Turismo, ACHET y SERNAC. ?Modificaciones a la Ley de Turismo: Estado actual del trámite legislativo. ?Analizar la realización de la Feria VYVA 2015.?Gestiones solicitadas por ACHET: Preocupación de los TT.OO receptivos por no tener acceso a entradas en Copa América y Alza en tarifas en Parques en San Pedro de Atacama. ?Conocer posible ejecución del Dakar 2016 en Chile.;Ninguna de las anteriores.
571;1;SUBSECRETARÍA DE TURISMO;AH011;Sin Información;Presencial;2015-01-14 00:00:00;30;Subsecretaría de Turismo;Presentación Mall Plaza Arica;Ninguna de las anteriores.
572;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-12 00:00:00;60;Ministerio de Energía, Alameda 1449, piso 13;Presentación de proyecto integral de energía renovable pionero que permitirá al futuro Parque Nacional Patagonia en  la Provincia de Capitán Prat, Región de Aysén, ser el primero en el mundo 100% independiente energéticamente. Este sistema aprovechará un conjunto de fuentes de energía disponibles en la zona solar, eólica e hídrica, incluso evaluar hidrógeno. Creemos que este sistema podría servir como modelo para otros Parques Nacionales y áreas remotas en todo el mundo. ?Búsqueda de respaldo institucional de las autoridades gubernamentales para poder postular a fondos internacionales (Iniciativa de Cambio Climático. Alemania).?Conocer de su parte las políticas publicas en estas materias e indagar otras fuentes de financiamiento disponibles a nivel local.?Informarle en más detalle de nuestro proyecto energético;Ninguna de las anteriores.
573;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-15 00:00:00;60;Alameda 1449 piso 13;Presentación de la Empresa Aela Energía, cuyos inversionistas ingleses (Actis) e irlandeses (Mainstream Renewable Power) , pretenden materializar inversiones por 1400 millones de dólares en energías renovables no convencionales para los próximos  3 años.;Ninguna de las anteriores.
574;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-15 00:00:00;60;Alameda 1449 piso 13;Análisis de iniciativas  y propuestas en torno a ERNC, principalmente Biomasa, y posibilidades de solución a los problemas de calidad del aire en las ciudades del centro sur del País. En lo especifico: Calefacción a Distancia, Disponibilidad de Biomasa (Oferta y Demanda), Observatorio del precio de la leña, Aduanas Verdes en las ciudades, Tecnología de secador de leña con energía solar, Hidrogena para transporte publico en ciudades de tamaño medio, Difusión y trasferencia de tecnologías.;Ninguna de las anteriores.
575;1;SUBSECRETARIA DE TRANSPORTES;AN001;Sin Información;Presencial;2015-01-16 00:00:00;30;Gabinete Subsecretario, Amunátegui 139, piso 4;Ver oportunidades de colaboración de compañias de Singapur con el Ministerio de Transportes en las áreas de mobilidades urbanas ( Trenes, Metro, BRTs,  etc) , además de Gerenciamiento de centros de operaciones y control, sistemas de gerenciamiento de tráfico, manutención de linaes de Metro etc. Conocer planes de Inversión y desarrollo del Ministerio y ppalmente ver cooperación entre el Gobierno de Singapur y Chile ne estas materias.;Ninguna de las anteriores.
